;product_id;name;price;link;category
233;70618;Kapers øko;288,89/Kg.;/produkt/carlsens-kapers-oeko/70618/;frugt-og-groent/
234;62136;Megabowl m. mozzarella og tomat;87,50/Kg.;/produkt/salling-nu-megabowl-m-mozzarella-og-tomat/62136/;frugt-og-groent/
235;51559;Tørrede kantareller øko;1.066,67/Kg.;/produkt/toerrede-kantareller-oeko/51559/;frugt-og-groent/
236;60788;Habanero chili;533,33/Kg.;/produkt/salling-habanero-chili/60788/;frugt-og-groent/
237;68661;Pitahaya;30,00/Stk.;/produkt/pitahaya/68661/;frugt-og-groent/
238;121988;Dadler Deglet Nour;44,12/Kg.;/produkt/dadler-deglet-nour/121988/;frugt-og-groent/
239;38084;Citronmelisse øko;15,00/Stk.;/produkt/salling-oeko-citronmelisse-oeko/38084/;frugt-og-groent/
240;104411;Hverdagssalat m. endiviesalat;96,00/Kg.;/produkt/salling-nu-hverdagssalat-m-endiviesalat/104411/;frugt-og-groent/
241;79464;Quinoasalat med valnødder og teriyakidressing;100,00/Kg.;/produkt/salling-nu-quinoasalat-med-valnoedder-og-teriyakidressing/79464/;frugt-og-groent/
242;18506;Hel peberrod;17,00/Stk.;/produkt/carlsens-hel-peberrod/18506/;frugt-og-groent/
243;58230;Dadler Medjoul;89,00/Kg.;/produkt/dadler-medjoul/58230/;frugt-og-groent/
244;80572;Blomkålssalat m. bulgur og ost;75,68/Kg.;/produkt/salling-nu-blomkaalssalat-m-bulgur-og-ost/80572/;frugt-og-groent/
245;18420;Wokblanding middelhavsinspireret;50,00/Kg.;/produkt/salling-nu-wokblanding-middelhavsinspireret/18420/;frugt-og-groent/
246;70954;Megabowl m. avocadodressing og tortillachips;87,50/Kg.;/produkt/megabowl-m-avocadodressing-og-tortillachips/70954/;frugt-og-groent/
